,associated,name,code,level,desc,imgs,page,includes,img_1,img_2
431,Associated Masterformat Sections: 23 51 00 / 23 52 00 / 23 52 13 / 23 53 00 / 23 53 13 / 23 53 16 / 23 54 00 / 23 56 00 / 23 56 13 / 23 56 16 / 23 55 00 / 23 57 00 ,Heat Generation,D3020.10 / 21-04 30 20 10 / Ss 60 40 37,300,"Inclusions:
• design-specified size, shape, spacing, and location of
equipment.
• Approximate allowances for clearances required for all
specified anchors, supports, vibration and seismic
control that are utilized in the layout of equipment.
• Access/code clearance requirements modeled.",1168,127,"Includes: Boilers, furnaces, solar, geothermal, and biomass heat generation, fuel fired heaters, and heat exchangers. Includes: Fuel- fired boilers and generators for hot water and steam systems. Includes breechings, chimneys, and stacks. Includes: Electric boilers and generators for hot water and steam systems. Includes: Equipment to remove oxygen and other dissolved gases in boiler feed. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1168.png,
432,Associated Masterformat Sections: 23 51 00 / 23 52 00 / 23 52 13 / 23 53 00 / 23 53 13 / 23 53 16 / 23 54 00 / 23 56 00 / 23 56 13 / 23 56 16 / 23 55 00 / 23 57 00 ,Heat Generation,D3020.10 / 21-04 30 20 10 / Ss 60 40 37,350,"Inclusions:
• actual size, shape, spacing, and location/connections
of equipment,
• Actual size, shape, spacing, and clearances required
for all specified anchors, supports, vibration and
seismic control that are utilized in the layout of
equipment.
• Actual access/code clearance requirements modeled.",1170,127,"Includes: Boilers, furnaces, solar, geothermal, and biomass heat generation, fuel fired heaters, and heat exchangers. Includes: Fuel- fired boilers and generators for hot water and steam systems. Includes breechings, chimneys, and stacks. Includes: Electric boilers and generators for hot water and steam systems. Includes: Equipment to remove oxygen and other dissolved gases in boiler feed. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1170.png,
433,Associated Masterformat Sections: 23 51 00 / 23 52 00 / 23 52 13 / 23 53 00 / 23 53 13 / 23 53 16 / 23 54 00 / 23 56 00 / 23 56 13 / 23 56 16 / 23 55 00 / 23 57 00 ,Heat Generation,D3020.10 / 21-04 30 20 10 / Ss 60 40 37,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",1169,127,"Includes: Boilers, furnaces, solar, geothermal, and biomass heat generation, fuel fired heaters, and heat exchangers. Includes: Fuel- fired boilers and generators for hot water and steam systems. Includes breechings, chimneys, and stacks. Includes: Electric boilers and generators for hot water and steam systems. Includes: Equipment to remove oxygen and other dissolved gases in boiler feed. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1169.png,
434,Associated Masterformat Sections: 01 86 19 ,Cooling Systems,D3030 / 21-04 30 30 / Ss 60 40 17,100,See D30,,128,"Includes: Associated ductwork, piping, valves, and specialties. Includes: Cooling System Supplementary Components as appropriate. ",,
435,Associated Masterformat Sections: 01 86 19 ,Cooling Systems,D3030 / 21-04 30 30 / Ss 60 40 17,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of element(s).",,128,"Includes: Associated ductwork, piping, valves, and specialties. Includes: Cooling System Supplementary Components as appropriate. ",,
436,Associated Masterformat Sections: 23 60 00 / 23 61 00 / 23 62 00 / 23 63 00 / 23 64 00 / 23 65 00 ,Central Cooling,D3030.10 / 21-04 30 30 10 / Ss 60 40 17 0,100,See D30,,128,"Includes: Refrigerant compressors, condensers, packaged compressor and condenser units, water chillers, and cooling towers. ",,
437,Associated Masterformat Sections: 23 60 00 / 23 61 00 / 23 62 00 / 23 63 00 / 23 64 00 / 23 65 00 ,Central Cooling,D3030.10 / 21-04 30 30 10 / Ss 60 40 17 0,200,See D3030,1176,128,"Includes: Refrigerant compressors, condensers, packaged compressor and condenser units, water chillers, and cooling towers. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1176.png,
438,Associated Masterformat Sections: 23 60 00 / 23 61 00 / 23 62 00 / 23 63 00 / 23 64 00 / 23 65 00 ,Central Cooling,D3030.10 / 21-04 30 30 10 / Ss 60 40 17 0,300,"Inclusions:
• s design-specified size, shape, spacing, and location
of equipment.
• Approximate allowances for clearances required for all
specified anchors, supports, vibration and seismic
control that are utilized in the layout of equipment.
• Access/code clearance requirements modeled.",1177,128,"Includes: Refrigerant compressors, condensers, packaged compressor and condenser units, water chillers, and cooling towers. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1177.png,
439,Associated Masterformat Sections: 23 60 00 / 23 61 00 / 23 62 00 / 23 63 00 / 23 64 00 / 23 65 00 ,Central Cooling,D3030.10 / 21-04 30 30 10 / Ss 60 40 17 0,350,"Inclusions:
• actual size, shape, spacing, and location/connections
of equipment.
• Actual size, shape, spacing, and clearances required
for all specified anchors, supports, vibration and
seismic control that are utilized in the layout of
equipment.
• Actual access/code clearance requirements modeled.",1182,129,"Includes: Refrigerant compressors, condensers, packaged compressor and condenser units, water chillers, and cooling towers. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1182.png,
440,Associated Masterformat Sections: 23 60 00 / 23 61 00 / 23 62 00 / 23 63 00 / 23 64 00 / 23 65 00 ,Central Cooling,D3030.10 / 21-04 30 30 10 / Ss 60 40 17 0,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",1183,129,"Includes: Refrigerant compressors, condensers, packaged compressor and condenser units, water chillers, and cooling towers. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1183.png,
441,Associated Masterformat Sections: 23 76 00 ,Evaporative Air-Cooling,D3030.30 / 21-04 30 30 30 / Ss 65 80 45 25,100,See D3030.10,,129,Includes: Equipment used to reject heat from the refrigeration process by evaporation. ,,
442,Associated Masterformat Sections: 23 76 00 ,Evaporative Air-Cooling,D3030.30 / 21-04 30 30 30 / Ss 65 80 45 25,200,See D3030.10,1184,129,Includes: Equipment used to reject heat from the refrigeration process by evaporation. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1184.png,
443,Associated Masterformat Sections: 23 76 00 ,Evaporative Air-Cooling,D3030.30 / 21-04 30 30 30 / Ss 65 80 45 25,300,See D3030.10,1185,129,Includes: Equipment used to reject heat from the refrigeration process by evaporation. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1185.png,
444,Associated Masterformat Sections: 23 76 00 ,Evaporative Air-Cooling,D3030.30 / 21-04 30 30 30 / Ss 65 80 45 25,350,See D3030.10,1186,129,Includes: Equipment used to reject heat from the refrigeration process by evaporation. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1186.png,
445,Associated Masterformat Sections: 23 76 00 ,Evaporative Air-Cooling,D3030.30 / 21-04 30 30 30 / Ss 65 80 45 25,400,See D3030.10,1186,130,Includes: Equipment used to reject heat from the refrigeration process by evaporation. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1186.png,
446,Associated Masterformat Sections: ,Facility HVAC Distribution Systems,D3050 / 21-04 30 50 / Ss 60 40 84,100,See D30,,130,Includes: Facility Distribution Systems Supplementary Components as appropriate. ,,
447,Associated Masterformat Sections: ,Facility HVAC Distribution Systems,D3050 / 21-04 30 50 / Ss 60 40 84,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of element(s).",,130,Includes: Facility Distribution Systems Supplementary Components as appropriate. ,,
448,Associated Masterformat Sections: 01 86 19 / 23 21 13 / 23 21 23 / 23 25 00 ,Facility Hydronic Distribution,D3050.10 / 21-04 30 50 10 / Ss 60 40 84 0,100,See D30,,131,"Includes: Piping systems and equipment for distribution of heating hot water and cooling chilled water. Includes piping systems, pumps, tanks, supports and anchors, vibration and seismic controls, identification, and piping and equipment insulation. ",,
449,Associated Masterformat Sections: 01 86 19 / 23 21 13 / 23 21 23 / 23 25 00 ,Facility Hydronic Distribution,D3050.10 / 21-04 30 50 10 / Ss 60 40 84 0,200,See D3050,1196,131,"Includes: Piping systems and equipment for distribution of heating hot water and cooling chilled water. Includes piping systems, pumps, tanks, supports and anchors, vibration and seismic controls, identification, and piping and equipment insulation. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1196.png,
450,Associated Masterformat Sections: 01 86 19 / 23 21 13 / 23 21 23 / 23 25 00 ,Facility Hydronic Distribution,D3050.10 / 21-04 30 50 10 / Ss 60 40 84 0,300,"Inclusions:
• design-specified size, shape, spacing, location, and
slope of pipe, valves, fittings, and insulation for risers,
mains, and branches.
• Approximate allowances for clearances required for all
specified hangers, supports, vibration and seismic
control that are to be utilized in the layout of all risers,
mains, and branches.
• Access/code clearance requirements modeled.",1197,131,"Includes: Piping systems and equipment for distribution of heating hot water and cooling chilled water. Includes piping systems, pumps, tanks, supports and anchors, vibration and seismic controls, identification, and piping and equipment insulation. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1197.png,
451,Associated Masterformat Sections: 01 86 19 / 23 21 13 / 23 21 23 / 23 25 00 ,Facility Hydronic Distribution,D3050.10 / 21-04 30 50 10 / Ss 60 40 84 0,350,"Inclusions:
• actual size, shape, spacing, location, connections, and
slope of pipe, valves, fittings, and insulation for risers,
mains, and branches.
• Actual size, shape, spacing, and clearances required
for all hangers, supports, vibration and seismic control
that are utilized in the layout of all risers, mains, and
branches.
• Actual floor and wall penetration elements.
• Actual access/code clearance requirements modeled.",1198,131,"Includes: Piping systems and equipment for distribution of heating hot water and cooling chilled water. Includes piping systems, pumps, tanks, supports and anchors, vibration and seismic controls, identification, and piping and equipment insulation. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1198.png,
452,Associated Masterformat Sections: 01 86 19 / 23 21 13 / 23 21 23 / 23 25 00 ,Facility Hydronic Distribution,D3050.10 / 21-04 30 50 10 / Ss 60 40 84 0,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",1198,132,"Includes: Piping systems and equipment for distribution of heating hot water and cooling chilled water. Includes piping systems, pumps, tanks, supports and anchors, vibration and seismic controls, identification, and piping and equipment insulation. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1198.png,
453,Associated Masterformat Sections: 01 86 19 / 23 73 00 / 23 74 00 / 23 75 00 / 23 30 00 / 23 34 00 / 23 31 00 / 23 32 00 / 23 33 00 / 23 36 00 / 23 37 00 / 23 40 00 / 23 41 00 / 23 42 00 / 23 43 00 / 23 84 00 ,HVAC Air Distribution,D3050.50 / 21-04 30 50 50 / Ss 65 80 0 0,100,See D30,,132,"Includes: Systems for distribution of air including supply systems, return systems, and general exhaust systems. Does not include special exhaust systems such as kitchen hood, paint booth, and fume hood exhaust systems. Includes: Air-handling units consisting of fans, coils, dampers, control devices, and other accessories. Includes: Ducts, duct accessories, fans, terminal units, and air inlets and outlets. Includes: Devices of a variety of types to clean distribution air. Includes: Equipment that adds or removes moisture from a medium in order to control the humidity. ",,
454,Associated Masterformat Sections: 01 86 19 / 23 73 00 / 23 74 00 / 23 75 00 / 23 30 00 / 23 34 00 / 23 31 00 / 23 32 00 / 23 33 00 / 23 36 00 / 23 37 00 / 23 40 00 / 23 41 00 / 23 42 00 / 23 43 00 / 23 84 00 ,HVAC Air Distribution,D3050.50 / 21-04 30 50 50 / Ss 65 80 0 0,200,See D3050,,132,"Includes: Systems for distribution of air including supply systems, return systems, and general exhaust systems. Does not include special exhaust systems such as kitchen hood, paint booth, and fume hood exhaust systems. Includes: Air-handling units consisting of fans, coils, dampers, control devices, and other accessories. Includes: Ducts, duct accessories, fans, terminal units, and air inlets and outlets. Includes: Devices of a variety of types to clean distribution air. Includes: Equipment that adds or removes moisture from a medium in order to control the humidity. ",,
455,Associated Masterformat Sections: 01 86 19 / 23 73 00 / 23 74 00 / 23 75 00 / 23 30 00 / 23 34 00 / 23 31 00 / 23 32 00 / 23 33 00 / 23 36 00 / 23 37 00 / 23 40 00 / 23 41 00 / 23 42 00 / 23 43 00 / 23 84 00 ,HVAC Air Distribution,D3050.50 / 21-04 30 50 50 / Ss 65 80 0 0,300,"Inclusions:
• design-specified size, shape, spacing, and location of
duct, dampers, fittings, and insulation for risers, mains,
and branches.
• Approximate allowances for clearances required for all
specified hangers, supports, vibration and seismic
control that are to be utilized in the layout of all risers,
mains, and branches.
• Access/code clearance requirements modeled.",,132,"Includes: Systems for distribution of air including supply systems, return systems, and general exhaust systems. Does not include special exhaust systems such as kitchen hood, paint booth, and fume hood exhaust systems. Includes: Air-handling units consisting of fans, coils, dampers, control devices, and other accessories. Includes: Ducts, duct accessories, fans, terminal units, and air inlets and outlets. Includes: Devices of a variety of types to clean distribution air. Includes: Equipment that adds or removes moisture from a medium in order to control the humidity. ",,
456,Associated Masterformat Sections: 01 86 19 / 23 73 00 / 23 74 00 / 23 75 00 / 23 30 00 / 23 34 00 / 23 31 00 / 23 32 00 / 23 33 00 / 23 36 00 / 23 37 00 / 23 40 00 / 23 41 00 / 23 42 00 / 23 43 00 / 23 84 00 ,HVAC Air Distribution,D3050.50 / 21-04 30 50 50 / Ss 65 80 0 0,350,"Inclusions:
• actual size, shape, spacing, and location/connections
of duct, dampers, fittings, and insulation for risers,
mains, and branches.
• Actual size, shape, spacing, and clearances required
for all hangers, supports, vibration and seismic control
that are utilized in the layout of all risers, mains, and
branches.
• Actual floor and wall penetration elements.
• Actual access/code clearance requirements modeled.",,133,"Includes: Systems for distribution of air including supply systems, return systems, and general exhaust systems. Does not include special exhaust systems such as kitchen hood, paint booth, and fume hood exhaust systems. Includes: Air-handling units consisting of fans, coils, dampers, control devices, and other accessories. Includes: Ducts, duct accessories, fans, terminal units, and air inlets and outlets. Includes: Devices of a variety of types to clean distribution air. Includes: Equipment that adds or removes moisture from a medium in order to control the humidity. ",,
